file,QC_status,num_seqs,sum_len,min_len,avg_len,max_len,Scheme,MLST,allele1,allele2,allele3,allele4,allele5,allele6,allele7,K_Locus,O_Locus,Poppunk,Location
SAMN09296209,PASS,133,"5,034,670",211,"37,854.70","521,198",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965156,PASS,129,"5,041,693",209,"39,082.90","314,690",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965114,PASS,116,"5,122,160",211,"44,156.60","404,117",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN03358818,PASS,107,"4,980,855",200,"46,550","526,878",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA:WA
SAMN09242533,PASS,107,"5,051,004",211,"47,205.60","430,284",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965107,PASS,105,"5,038,752",211,"47,988.10","314,637",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08469550,PASS,99,"4,971,824",209,"50,220.40","458,398",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965167,PASS,99,"5,043,785",211,"50,947.30","403,776",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN09242509,PASS,98,"5,053,118",200,"51,562.40","466,558",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08568263,PASS,96,"5,136,263",211,"53,502.70","458,346",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965112,PASS,94,"5,048,888",211,"53,711.60","504,771",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08965105,PASS,90,"5,036,182",211,"55,957.60","364,390",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN13245804,PASS,81,"5,049,229",200,"62,336.20","923,647",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08361201,PASS,80,"4,966,122",211,"62,076.50","359,707",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN09074605,PASS,78,"4,956,198",211,"63,541","459,069",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08361212,PASS,66,"4,959,793",211,"75,148.40","574,014",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN07185545,PASS,111,"5,138,938",200,"46,296.70","369,082",vparahaemolyticus,1158,dnaE(17),gyrB(327),recA(13),dtdS(36),pntA(15),pyrC(336),tnaA(20),KL41,OL1,1008,USA
SAMN20458862,PASS,75,"5,132,630",203,"68,435.10","1,786,454",vparahaemolyticus,1184,dnaE(19),gyrB(295),recA(31),dtdS(223),pntA(136),pyrC(11),tnaA(13),KL37,OL4,239,USA:NJ
SAMN08965166,PASS,130,"5,295,116",219,"40,731.70","403,980",vparahaemolyticus,1189,dnaE(47),gyrB(139),recA(53),dtdS(19),pntA(50),pyrC(143),tnaA(86),KL34,OL4,31,USA
SAMN25285885,PASS,67,"5,063,487",224,"75,574.40","898,752",vparahaemolyticus,1199,dnaE(19),gyrB(147),recA(305),dtdS(3),pntA(211),pyrC(279),tnaA(23),KLUT3,OL4,280,USA:NJ
SAMN32316477,PASS,68,"5,366,373",204,"78,917.30","978,632",vparahaemolyticus,1203,dnaE(12),gyrB(219),recA(3),dtdS(19),pntA(65),pyrC(45),tnaA(61),KL107,OL11,169,USA
SAMN32316478,PASS,65,"5,366,052",204,"82,554.60","979,052",vparahaemolyticus,1203,dnaE(12),gyrB(219),recA(3),dtdS(19),pntA(65),pyrC(45),tnaA(61),KL107,OL11,169,USA
SAMN32316479,PASS,61,"5,366,715",204,"87,978.90","1,692,868",vparahaemolyticus,1203,dnaE(12),gyrB(219),recA(3),dtdS(19),pntA(65),pyrC(45),tnaA(61),KL107,OL11,169,USA
SAMN09242548,PASS,89,"5,207,318",204,"58,509.20","828,420",vparahaemolyticus,1203,dnaE(12),gyrB(219),recA(3),dtdS(19),pntA(65),pyrC(45),tnaA(61),KL107,OL11,169,USA
SAMN09242549,PASS,68,"5,211,257",204,"76,636.10","1,192,052",vparahaemolyticus,1203,dnaE(12),gyrB(219),recA(3),dtdS(19),pntA(65),pyrC(45),tnaA(61),KL107,OL11,169,USA
SAMN27646128,PASS,75,"5,428,500",204,"72,380","1,334,061",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590660,PASS,74,"5,435,496",204,"73,452.60","1,328,099",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590648,PASS,73,"5,327,762",200,"72,983","1,316,211",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27646133,PASS,73,"5,339,641",204,"73,145.80","1,088,401",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590334,PASS,72,"5,352,939",209,"74,346.40","1,328,099",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27591403,PASS,71,"5,338,643",206,"75,192.20","1,328,099",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27591387,PASS,67,"5,415,996",206,"80,835.80","1,336,103",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27591393,PASS,67,"5,421,817",209,"80,922.60","1,925,574",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590651,PASS,65,"5,209,877",200,"80,152","1,867,347",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN33214612,PASS,63,"5,336,438",200,"84,705.40","1,937,390",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590652,PASS,61,"5,338,002",204,"87,508.20","1,328,099",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN32316475,PASS,61,"5,368,910",206,"88,014.90","1,949,556",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN33843935,PASS,57,"5,345,760",209,"93,785.30","1,046,378",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN33426078,PASS,54,"5,339,249",204,"98,875","1,336,103",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN33426070,PASS,45,"5,337,794",206,"118,617.60","1,937,488",vparahaemolyticus,1204,dnaE(264),gyrB(364),recA(67),dtdS(330),pntA(184),pyrC(14),tnaA(1),KL110,OL3_or_OL13,39,USA
SAMN27590639,PASS,80,"5,154,213",211,"64,427.70","740,200",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN33214615,PASS,79,"5,155,079",204,"65,254.20","1,203,667",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN09296174,PASS,107,"5,102,273",207,"47,684.80","428,771",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN09295740,PASS,102,"5,100,219",207,"50,002.10","317,598",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN09295739,PASS,93,"5,102,482",207,"54,865.40","397,799",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN08965131,PASS,89,"5,099,250",215,"57,294.90","408,277",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN09242528,PASS,82,"5,111,329",207,"62,333.30","630,786",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN13245770,PASS,69,"5,112,809",212,"74,098.70","750,200",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN13245780,PASS,64,"5,145,965",215,"80,405.70","741,386",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN13245814,PASS,61,"5,112,634",212,"83,813.70","1,202,620",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA
SAMN31466639,PASS,58,"5,143,910",209,"88,688.10","1,216,501",vparahaemolyticus,1205,dnaE(93),gyrB(425),recA(25),dtdS(19),pntA(24),pyrC(93),tnaA(236),KL129,OL3_or_OL13,61,USA:NJ
SAMN09295487,PASS,114,"5,161,021",214,"45,272.10","396,358",vparahaemolyticus,1213,dnaE(301),gyrB(426),recA(65),dtdS(252),pntA(212),pyrC(71),tnaA(54),KL4,OL4,977,USA
SAMN28495056,PASS,65,"5,153,426",203,"79,283.50","1,075,213",vparahaemolyticus,1272,dnaE(132),gyrB(136),recA(311),dtdS(19),pntA(46),pyrC(260),tnaA(157),KL34,OL4,386,Canada: New Brunswick
SAMN27646130,PASS,123,"5,278,652",204,"42,915.90","1,440,122",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN33426075,PASS,95,"5,276,887",204,"55,546.20","1,897,056",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN33843931,PASS,92,"5,276,048",204,"57,348.30","1,437,864",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN08469549,PASS,112,"5,349,881",204,"47,766.80","1,894,559",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN08965127,PASS,111,"5,225,931",230,"47,080.50","402,199",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN08469475,PASS,111,"5,349,452",204,"48,193.30","1,196,887",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN08965100,PASS,99,"5,344,648",216,"53,986.30","596,204",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN13283523,PASS,58,"5,200,759",204,"89,668.30","927,537",vparahaemolyticus,1291,dnaE(240),gyrB(424),recA(240),dtdS(382),pntA(222),pyrC(262),tnaA(240),KL36,OL1,79,USA
SAMN18742559,PASS,55,"5,110,680",213,"92,921.50","1,779,342",vparahaemolyticus,1334,dnaE(6),gyrB(252),recA(39),dtdS(267),pntA(155),pyrC(243),tnaA(24),KL52,OL12,408,USA:NJ
SAMN26659673,PASS,84,"5,303,991",200,"63,142.80","1,223,771",vparahaemolyticus,1346,dnaE(42),gyrB(248),recA(19),dtdS(76),pntA(127),pyrC(46),tnaA(69),KL125,OL10,125,USA:NJ
SAMN26523585,PASS,77,"5,052,576",206,"65,617.90","947,324",vparahaemolyticus,1353,dnaE(190),gyrB(15),recA(31),dtdS(55),pntA(18),pyrC(58),tnaA(23),KL30,OL5,122,USA:NJ
SAMN31466558,PASS,70,"5,041,088",200,"72,015.50","1,303,475",vparahaemolyticus,1391,dnaE(36),gyrB(106),recA(194),dtdS(13),pntA(205),pyrC(285),tnaA(24),KL17,OL14,506,USA:NJ
SAMN08965111,PASS,126,"5,101,246",218,"40,486.10","326,996",vparahaemolyticus,1520,dnaE(4),gyrB(13),recA(317),dtdS(38),pntA(18),pyrC(9),tnaA(23),KL129,OL3_or_OL13,21,USA
SAMN13808683,PASS,126,"5,108,341",218,"40,542.40","374,912",vparahaemolyticus,1520,dnaE(4),gyrB(13),recA(317),dtdS(38),pntA(18),pyrC(9),tnaA(23),KL129,OL3_or_OL13,21,USA
SAMN09295479,PASS,104,"5,105,630",206,"49,092.60","593,443",vparahaemolyticus,1520,dnaE(4),gyrB(13),recA(317),dtdS(38),pntA(18),pyrC(9),tnaA(23),KL129,OL3_or_OL13,21,USA
SAMN08965139,PASS,88,"5,106,670",213,"58,030.30","626,945",vparahaemolyticus,1520,dnaE(4),gyrB(13),recA(317),dtdS(38),pntA(18),pyrC(9),tnaA(23),KL129,OL3_or_OL13,21,USA
SAMN27590328,PASS,88,"5,286,808",205,"60,077.40","768,202",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN33426071,PASS,88,"5,300,876",205,"60,237.20","695,796",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590317,PASS,87,"5,297,283",205,"60,888.30","926,886",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590339,PASS,85,"5,289,731",205,"62,232.10","768,557",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590662,PASS,84,"5,282,062",205,"62,881.70","768,382",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN33843937,PASS,83,"5,282,261",205,"63,641.70","968,258",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN33426074,PASS,82,"5,281,800",205,"64,412.20","968,144",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN33214617,PASS,78,"5,323,739",205,"68,253.10","1,010,584",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590656,PASS,76,"5,281,647",205,"69,495.40","968,223",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590649,PASS,75,"5,337,436",202,"71,165.80","1,010,691",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN33426067,PASS,75,"5,383,396",200,"71,778.60","1,077,438",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27590650,PASS,74,"5,275,543",202,"71,291.10","994,853",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27591398,PASS,69,"5,276,086",205,"76,465","993,784",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27591386,PASS,69,"5,278,293",205,"76,497","768,123",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN27591406,PASS,69,"5,320,696",205,"77,111.50","1,078,758",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296199,PASS,200,"5,278,908",205,"26,394.50","195,140",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09074992,PASS,142,"5,263,004",205,"37,063.40","208,786",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296206,PASS,130,"5,260,834",202,"40,468","325,356",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09074986,PASS,129,"5,255,990",205,"40,744.10","411,891",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296175,PASS,125,"5,355,819",205,"42,846.60","560,381",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296177,PASS,109,"5,305,005",209,"48,669.80","431,763",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08902776,PASS,104,"5,262,514",202,"50,601.10","647,678",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296172,PASS,103,"5,269,613",203,"51,161.30","400,197",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09295478,PASS,100,"5,272,205",205,"52,722.10","549,196",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08469474,PASS,95,"5,306,765",205,"55,860.70","792,681",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN13808687,PASS,94,"5,279,922",202,"56,169.40","968,095",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08902766,PASS,93,"5,268,175",205,"56,647","543,919",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09296179,PASS,93,"5,268,891",205,"56,654.70","560,623",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08965128,PASS,88,"5,274,670",200,"59,939.40","492,479",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN13283485,PASS,88,"5,281,985",205,"60,022.60","696,063",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09295484,PASS,86,"5,268,387",205,"61,260.30","400,159",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08902729,PASS,85,"5,277,720",205,"62,090.80","647,720",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09242502,PASS,85,"5,318,664",205,"62,572.50","647,021",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09242547,PASS,84,"5,298,265",205,"63,074.60","867,339",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09295480,PASS,82,"5,275,953",205,"64,340.90","735,850",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN13283516,PASS,82,"5,281,714",205,"64,411.10","968,127",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN21578983,PASS,80,"5,274,902",202,"65,936.30","968,263",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA:CA
SAMN28093308,PASS,80,"5,274,902",202,"65,936.30","968,263",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA:CA
SAMN13283482,PASS,80,"5,281,672",205,"66,020.90","968,127",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN14069582,PASS,79,"5,278,035",202,"66,810.60","968,481",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08902725,PASS,76,"5,271,221",205,"69,358.20","731,668",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09074634,PASS,76,"5,276,186",205,"69,423.50","927,190",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN08469556,PASS,76,"5,321,174",201,"70,015.40","729,118",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09074991,PASS,72,"5,278,576",205,"73,313.60","929,994",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN13283504,PASS,63,"5,280,016",205,"83,809.80","996,824",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,12,USA
SAMN09295489,FAIL,298,"6,143,579",205,"20,616","279,231",vparahaemolyticus,1521,dnaE(242),gyrB(16),recA(332),dtdS(13),pntA(4),pyrC(369),tnaA(26),KL57,OL3_or_OL13,#N/A,USA
SAMN27646126,PASS,75,"5,211,380",204,"69,485.10","800,321",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA
SAMN33426077,PASS,63,"5,253,351",204,"83,386.50","726,534",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA
SAMN09296173,PASS,148,"5,188,985",204,"35,060.70","315,135",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA
SAMN09242507,PASS,100,"5,193,773",204,"51,937.70","403,258",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA
SAMN21578974,PASS,72,"5,208,761",202,"72,343.90","800,460",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA:CA
SAMN28093304,PASS,72,"5,208,761",202,"72,343.90","800,460",vparahaemolyticus,1525,dnaE(111),gyrB(5),recA(22),dtdS(34),pntA(20),pyrC(171),tnaA(24),KL117,OL6,115,USA:CA
SAMN27590330,PASS,68,"5,132,267",208,"75,474.50","1,667,850",vparahaemolyticus,1526,dnaE(7),gyrB(230),recA(99),dtdS(378),pntA(6),pyrC(370),tnaA(1),KLUT8,OL4,116,USA
SAMN09295488,PASS,101,"5,082,235",208,"50,319.20","572,058",vparahaemolyticus,1526,dnaE(7),gyrB(230),recA(99),dtdS(378),pntA(6),pyrC(370),tnaA(1),KLUT8,OL4,116,USA
SAMN09295486,PASS,96,"5,075,500",208,"52,869.80","714,613",vparahaemolyticus,1526,dnaE(7),gyrB(230),recA(99),dtdS(378),pntA(6),pyrC(370),tnaA(1),KLUT8,OL4,116,USA
SAMN09242514,PASS,76,"5,095,835",208,"67,050.50","734,014",vparahaemolyticus,1526,dnaE(7),gyrB(230),recA(99),dtdS(378),pntA(6),pyrC(370),tnaA(1),KLUT8,OL4,116,USA
