BioSample,Location,Isolation source,Isolate,Collection date,MLST,SNP cluster,tdh,trh,Toxigenic
SAMN20298608,China: Shenzhen,patient,PDT001333128.1,13/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298609,China: Shenzhen,patient,PDT001333126.1,16/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298610,China: Shenzhen,patient,PDT001333125.1,18/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298612,China: Shenzhen,patient,PDT001333123.1,19/7/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298613,China: Shenzhen,patient,PDT001333122.1,20/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298614,China: Shenzhen,patient,PDT001333121.1,21/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298615,China: Shenzhen,patient,PDT001333120.1,21/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298616,China: Shenzhen,patient,PDT001333119.1,21/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298617,China: Shenzhen,patient,PDT001333118.1,23/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298618,China: Shenzhen,patient,PDT001333117.1,23/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298619,China: Shenzhen,patient,PDT001333115.1,24/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298621,China: Shenzhen,patient,PDT001333113.1,28/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298622,China: Shenzhen,patient,PDT001333112.1,29/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298623,China: Shenzhen,patient,PDT001333111.1,29/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298624,China: Shenzhen,patient,PDT001333110.1,29/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298625,China: Shenzhen,patient,PDT001333109.1,29/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298627,China: Shenzhen,patient,PDT001333107.1,30/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298628,China: Shenzhen,patient,PDT001333106.1,30/7/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298630,China: Shenzhen,patient,PDT001333103.1,1/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298631,China: Shenzhen,patient,PDT001333102.1,1/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298632,China: Shenzhen,patient,PDT001333101.1,2/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298633,China: Shenzhen,patient,PDT001333100.1,2/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298634,China: Shenzhen,patient,PDT001333099.1,6/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298635,China: Shenzhen,patient,PDT001333098.1,6/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298636,China: Shenzhen,patient,PDT001333097.1,7/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298637,China: Shenzhen,patient,PDT001333096.1,7/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298639,China: Shenzhen,patient,PDT001333093.1,8/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298640,China: Shenzhen,patient,PDT001333092.1,8/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298641,China: Shenzhen,patient,PDT001333091.1,9/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298642,China: Shenzhen,patient,PDT001333090.1,9/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298643,China: Shenzhen,patient,PDT001333089.1,9/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298644,China: Shenzhen,patient,PDT001333088.1,11/8/2011,152,PDS000112564.72,100.00;100.00,.,yes
SAMN20298645,China: Shenzhen,patient,PDT001333087.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298647,China: Shenzhen,patient,PDT001333085.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298648,China: Shenzhen,patient,PDT001333084.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298649,China: Shenzhen,patient,PDT001333082.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298650,China: Shenzhen,patient,PDT001333081.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298651,China: Shenzhen,patient,PDT001333080.1,11/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298652,China: Shenzhen,patient,PDT001333079.1,12/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298653,China: Shenzhen,patient,PDT001333078.1,13/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298654,China: Shenzhen,patient,PDT001333077.1,14/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298655,China: Shenzhen,patient,PDT001333076.1,14/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298656,China: Shenzhen,patient,PDT001333075.1,15/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298657,China: Shenzhen,patient,PDT001333074.1,15/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298658,China: Shenzhen,patient,PDT001333073.1,16/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298659,China: Shenzhen,patient,PDT001333071.1,18/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298660,China: Shenzhen,patient,PDT001333070.1,18/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298661,China: Shenzhen,patient,PDT001333069.1,20/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298662,China: Shenzhen,patient,PDT001333068.1,21/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298664,China: Shenzhen,patient,PDT001333066.1,22/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298665,China: Shenzhen,patient,PDT001333065.1,23/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298666,China: Shenzhen,patient,PDT001333064.1,24/8/2011,3,PDS000115862.1,100.00;100.00,.,yes
SAMN20298667,China: Shenzhen,patient,PDT001333063.1,24/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298668,China: Shenzhen,patient,PDT001333062.1,24/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298669,China: Shenzhen,patient,PDT001333059.1,24/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298670,China: Shenzhen,patient,PDT001333058.1,25/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298671,China: Shenzhen,patient,PDT001333057.1,25/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298672,China: Shenzhen,patient,PDT001333056.1,25/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298673,China: Shenzhen,patient,PDT001333055.1,25/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298674,China: Shenzhen,patient,PDT001333054.1,25/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298677,China: Shenzhen,patient,PDT001333051.1,26/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298678,China: Shenzhen,patient,PDT001333050.1,26/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298679,China: Shenzhen,patient,PDT001333048.1,26/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298680,China: Shenzhen,patient,PDT001333047.1,27/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298681,China: Shenzhen,patient,PDT001333046.1,27/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298682,China: Shenzhen,patient,PDT001333045.1,28/8/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298684,China: Shenzhen,patient,PDT001332521.1,28/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298685,China: Shenzhen,patient,PDT001332520.1,29/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298686,China: Shenzhen,patient,PDT001332519.1,29/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298687,China: Shenzhen,patient,PDT001332518.1,30/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298688,China: Shenzhen,patient,PDT001332517.1,30/8/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298689,China: Shenzhen,patient,PDT001332515.1,31/8/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298690,China: Shenzhen,patient,PDT001332514.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298691,China: Shenzhen,patient,PDT001332513.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298692,China: Shenzhen,patient,PDT001332512.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298693,China: Shenzhen,patient,PDT001332511.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298694,China: Shenzhen,patient,PDT001332510.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298695,China: Shenzhen,patient,PDT001332509.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298696,China: Shenzhen,patient,PDT001332508.1,1/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298697,China: Shenzhen,patient,PDT001332507.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298700,China: Shenzhen,patient,PDT001332503.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298701,China: Shenzhen,patient,PDT001332502.1,2/9/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298702,China: Shenzhen,patient,PDT001332501.1,2/9/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298705,China: Shenzhen,patient,PDT001332498.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298706,China: Shenzhen,patient,PDT001332497.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298707,China: Shenzhen,patient,PDT001332496.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298708,China: Shenzhen,patient,PDT001332495.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298709,China: Shenzhen,patient,PDT001332493.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298710,China: Shenzhen,patient,PDT001332492.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298711,China: Shenzhen,patient,PDT001332491.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298712,China: Shenzhen,patient,PDT001332490.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298713,China: Shenzhen,patient,PDT001332489.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298714,China: Shenzhen,patient,PDT001332488.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298715,China: Shenzhen,patient,PDT001332487.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298716,China: Shenzhen,patient,PDT001332485.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298717,China: Shenzhen,patient,PDT001332449.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298718,China: Shenzhen,patient,PDT001332448.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298719,China: Shenzhen,patient,PDT001332446.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298720,China: Shenzhen,patient,PDT001332445.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298721,China: Shenzhen,patient,PDT001332444.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298722,China: Shenzhen,patient,PDT001332443.1,2/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298723,China: Shenzhen,patient,PDT001332442.1,4/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298724,China: Shenzhen,patient,PDT001332441.1,6/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298725,China: Shenzhen,patient,PDT001332440.1,7/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298727,China: Shenzhen,patient,PDT001332438.1,7/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298729,China: Shenzhen,patient,PDT001332435.1,8/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298730,China: Shenzhen,patient,PDT001332434.1,8/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298732,China: Shenzhen,patient,PDT001332432.1,9/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298733,China: Shenzhen,patient,PDT001332431.1,9/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298734,China: Shenzhen,patient,PDT001332430.1,9/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298735,China: Shenzhen,patient,PDT001332429.1,11/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298736,China: Shenzhen,patient,PDT001332428.1,11/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298737,China: Shenzhen,patient,PDT001332427.1,12/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298738,China: Shenzhen,patient,PDT001332426.1,12/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298739,China: Shenzhen,patient,PDT001332424.1,13/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298741,China: Shenzhen,patient,PDT001332422.1,14/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298742,China: Shenzhen,patient,PDT001332421.1,14/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298743,China: Shenzhen,patient,PDT001332420.1,14/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298744,China: Shenzhen,patient,PDT001332419.1,15/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298745,China: Shenzhen,patient,PDT001332418.1,16/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298746,China: Shenzhen,patient,PDT001332417.1,16/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298747,China: Shenzhen,patient,PDT001332416.1,16/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298748,China: Shenzhen,patient,PDT001332415.1,18/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298749,China: Shenzhen,patient,PDT001332982.1,19/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298750,China: Shenzhen,patient,PDT001332981.1,23/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298751,China: Shenzhen,patient,PDT001332980.1,23/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298752,China: Shenzhen,patient,PDT001332979.1,23/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298753,China: Shenzhen,patient,PDT001332978.1,26/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298756,China: Shenzhen,patient,PDT001332975.1,30/9/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298757,China: Shenzhen,patient,PDT001332974.1,6/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298758,China: Shenzhen,patient,PDT001332973.1,14/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298762,China: Shenzhen,patient,PDT001332968.1,20/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298765,China: Shenzhen,patient,PDT001332965.1,26/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298766,China: Shenzhen,patient,PDT001332964.1,27/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298768,China: Shenzhen,patient,PDT001332962.1,30/10/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298789,China: Shenzhen,patient,PDT001332865.1,7/11/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298790,China: Shenzhen,patient,PDT001332864.1,7/11/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298791,China: Shenzhen,patient,PDT001332863.1,8/11/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298792,China: Shenzhen,patient,PDT001332862.1,8/11/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298802,China: Shenzhen,patient,PDT001332851.1,23/11/2011,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298803,China: Shenzhen,patient,PDT001332850.1,26/11/2011,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298817,China: Shenzhen,Environment,PDT001332763.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298818,China: Shenzhen,patient,PDT001332762.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298819,China: Shenzhen,patient,PDT001332760.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298820,China: Shenzhen,Environment,PDT001332759.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298821,China: Shenzhen,patient,PDT001332758.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298822,China: Shenzhen,patient,PDT001332757.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298823,China: Shenzhen,patient,PDT001332756.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298824,China: Shenzhen,patient,PDT001332755.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298825,China: Shenzhen,patient,PDT001332754.1,2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298828,China: Shenzhen,patient,PDT001332751.1,30/1/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298829,China: Shenzhen,patient,PDT001332749.1,31/1/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298830,China: Shenzhen,patient,PDT001332748.1,21/2/2012,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298833,China: Shenzhen,patient,PDT001332745.1,2012-04,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298834,China: Shenzhen,patient,PDT001332744.1,2012-04,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298840,China: Shenzhen,patient,PDT001332737.1,10/4/2012,3,PDS000112567.2,100.00;100.00,.,yes
SAMN20298842,China: Shenzhen,patient,PDT001332735.1,27/4/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298843,China: Shenzhen,patient,PDT001332698.1,14/5/2012,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20298844,China: Shenzhen,patient,PDT001332697.1,20/6/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298845,China: Shenzhen,patient,PDT001332696.1,23/6/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298848,China: Shenzhen,patient,PDT001332693.1,4/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298849,China: Shenzhen,patient,PDT001332691.1,5/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298850,China: Shenzhen,patient,PDT001332690.1,5/7/2012,216,PDS000112511.2,100.00;100.00,.,yes
SAMN20298851,China: Shenzhen,patient,PDT001332689.1,7/7/2012,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298852,China: Shenzhen,patient,PDT001332688.1,7/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298853,China: Shenzhen,patient,PDT001332687.1,9/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298854,China: Shenzhen,patient,PDT001332686.1,11/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298855,China: Shenzhen,patient,PDT001332685.1,13/7/2012,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20298858,China: Shenzhen,patient,PDT001332682.1,15/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298859,China: Shenzhen,patient,PDT001332680.1,16/7/2012,17,,100.00;100.00,.,yes
SAMN20298860,China: Shenzhen,patient,PDT001332679.1,17/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298861,China: Shenzhen,patient,PDT001332678.1,19/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298862,China: Shenzhen,patient,PDT001332677.1,19/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298863,China: Shenzhen,patient,PDT001332676.1,19/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298864,China: Shenzhen,patient,PDT001332675.1,19/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298865,China: Shenzhen,patient,PDT001332674.1,20/7/2012,216,PDS000080531.4,100.00;100.00,.,yes
SAMN20298866,China: Shenzhen,patient,PDT001332673.1,20/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298867,China: Shenzhen,patient,PDT001332672.1,20/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20298868,China: Shenzhen,patient,PDT001332670.1,21/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352340,China: Shenzhen,patient,PDT001333985.1,21/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352341,China: Shenzhen,patient,PDT001333984.1,22/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352342,China: Shenzhen,patient,PDT001333812.1,23/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352343,China: Shenzhen,patient,PDT001334066.1,23/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352344,China: Shenzhen,patient,PDT001333438.1,23/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352345,China: Shenzhen,patient,PDT001333706.1,23/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352346,China: Shenzhen,patient,PDT001334135.1,25/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352348,China: Shenzhen,patient,PDT001333913.1,25/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352349,China: Shenzhen,patient,PDT001334274.1,25/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352350,China: Shenzhen,patient,PDT001333983.1,26/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352351,China: Shenzhen,patient,PDT001333519.1,30/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352352,China: Shenzhen,patient,PDT001333508.1,30/7/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352353,China: Shenzhen,patient,PDT001333497.1,2012-08,120,PDS000007529.8,100.00;100.00,.,yes
SAMN20352356,China: Shenzhen,patient,PDT001333367.1,4/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352358,China: Shenzhen,patient,PDT001333869.1,5/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352359,China: Shenzhen,patient,PDT001333858.1,5/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352360,China: Shenzhen,patient,PDT001333811.1,6/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352361,China: Shenzhen,patient,PDT001333800.1,6/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352362,China: Shenzhen,patient,PDT001333789.1,7/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352363,China: Shenzhen,patient,PDT001334319.1,8/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352365,China: Shenzhen,patient,PDT001334296.1,9/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352366,China: Shenzhen,patient,PDT001334284.1,9/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352367,China: Shenzhen,patient,PDT001334205.1,10/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352370,China: Shenzhen,patient,PDT001334065.1,11/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352372,China: Shenzhen,patient,PDT001334043.1,14/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352373,China: Shenzhen,patient,PDT001333648.1,14/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352374,China: Shenzhen,patient,PDT001333637.1,15/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352376,China: Shenzhen,patient,PDT001333583.1,16/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352377,China: Shenzhen,patient,PDT001333572.1,16/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352379,China: Shenzhen,patient,PDT001333449.1,19/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352380,China: Shenzhen,patient,PDT001333437.1,19/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352381,China: Shenzhen,patient,PDT001333426.1,20/8/2012,216,PDS000080531.4,100.00;100.00,.,yes
SAMN20352382,China: Shenzhen,patient,PDT001333415.1,20/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352383,China: Shenzhen,patient,PDT001333404.1,20/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352384,China: Shenzhen,patient,PDT001333947.1,20/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352385,China: Shenzhen,patient,PDT001333936.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352386,China: Shenzhen,patient,PDT001333925.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352387,China: Shenzhen,patient,PDT001333845.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352388,China: Shenzhen,patient,PDT001333834.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352389,China: Shenzhen,patient,PDT001333823.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352390,China: Shenzhen,patient,PDT001333705.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352391,China: Shenzhen,patient,PDT001333694.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352392,China: Shenzhen,patient,PDT001333683.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352393,China: Shenzhen,patient,PDT001333672.1,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352394,China: Shenzhen,patient,PDT001333661.3,21/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352395,China: Shenzhen,patient,PDT001333650.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352396,China: Shenzhen,patient,PDT001334247.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352397,China: Shenzhen,patient,PDT001334236.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352398,China: Shenzhen,patient,PDT001334225.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352399,China: Shenzhen,patient,PDT001334146.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352400,China: Shenzhen,patient,PDT001334134.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352401,China: Shenzhen,patient,PDT001334123.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352402,China: Shenzhen,patient,PDT001334042.1,22/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352403,China: Shenzhen,patient,PDT001334031.1,23/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
